Jumlah Bulan Laporan,10,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
,2025,,,,,,,,,,,,,,,,,,,
,PROVINSI SUMATERA SELATAN,,,,,,,,,,,,,,,,,,,
,KAB. BANYUASIN,KAB. EMPAT LAWANG,KAB. LAHAT,KAB. MUARA ENIM,KAB. MUSI BANYUASIN,KAB. MUSI RAWAS,KAB. MUSI RAWAS UTARA,KAB. OGAN ILIR,KAB. OGAN KOMERING ILIR,KAB. OGAN KOMERING ULU,KAB. OGAN KOMERING ULU SELATAN,KAB. OGAN KOMERING ULU TIMUR,KAB. PENUKAL ABAB LEMATANG ILIR,KOTA LUBUK LINGGAU,KOTA PAGAR ALAM,KOTA PALEMBANG,KOTA PRABUMULIH,All,,
ADMINISTRASI PEMERINTAHAN DAN KEBIJAKAN EKONOMI DAN SOSIAL,,,,,,,,,,,,,,,,3000000000,,3000000000,,
"ADMINISTRASI PEMERINTAHAN, PERTAHANAN DAN JAMINAN SOSIAL WAJIB",,,,,,,,,,,,,,,,,,,,
AKTIVITAS AGEN PERJALANAN BUKAN WISATA,,,,,,,,,,,,,,,,,,,,
AKTIVITAS AGEN PERJALANAN WISATA,,,,236595528,,,,,360624463,680528316,,,,150475326,78263328,4881805659,96356651,6484649271,,
AKTIVITAS ARSITEKTUR DAN KEINSINYURAN; ANALISIS DAN UJI TEKNIS,,,,228804809,,,,,,677454874,,,,1362469982,109915754,8467660650,,10846306069,,
AKTIVITAS BADAN INTERNASIONAL DAN BADAN EKSTRA INTERNASIONAL LAINNYA,,,,,,,,,,,,,,,,,,,,
AKTIVITAS BIRO PERJALANAN WISATA,,,,,,,,,,,,,,,,198257404,,198257404,,
"AKTIVITAS HIBURAN, SENI DAN KREATIVITAS LAINNYA",,,331985813,94426411,176944218,,,,285594267,928705376,10682641,,70999670,1516891772,535075893,14966113425,14816244736,33733664222,,
AKTIVITAS HOSTING DAN YBDI,,,61511649,,,,,,,,,,,46722606,,85210344,,193444599,,
AKTIVITAS HUKUM DAN AKUNTANSI,,,,,,,,,,112570873,,,,418767133,201342647,3531544238,,4264224891,,
AKTIVITAS JASA INFORMASI LAINNYA YTDL,,,,294350666,,,,,,213921846,,,,,,2211682128,,2719954640,,
"AKTIVITAS JASA KEUANGAN LAINNYA YTDL, BUKAN ASURANSI DAN DANA PENSIUN",,,,,,,,,,,,,,,,37348390364,,37348390364,,
AKTIVITAS JASA LAINNYA,,,,,,,,,,,,,,,,,,,,
AKTIVITAS JASA PENUNJANG USAHA YTDL,583107822,54167322,42210407,226740923,864944770,37611962,,136434956,2349298158,1862684092,,27557720,,20749758746,1052705674,142570114571,13848134775,184405471898,,
AKTIVITAS JASA PERORANGAN LAINNYA YTDL,,,44047879152,71308188883,61673071503,,,,89608303806,118943686757,,,,75826013308,50214242110,719056753257,49771338646,1280449477422,,
AKTIVITAS KANTOR BERITA,,,,,,,,,,,,,,,,,,,,
AKTIVITAS KESEHATAN HEWAN,,,,119154939,,,,,,5440575288,,,,,,1159605323,,6719335550,,
AKTIVITAS KESEHATAN MANUSIA DAN AKTIVITAS SOSIAL,,,,,,,,,,,,,,,,,,,,
AKTIVITAS KETENAGAKERJAAN,,,,418399787,,,,,,,,,,,,38996388322,,39414788109,,
AKTIVITAS KEUANGAN DAN ASURANSI,,,,,,,,,,,,,,,,,,,,
AKTIVITAS KONSULTASI KOMPUTER DAN MANAJEMEN FASILITAS KOMPUTER,,,,,,,,,,10976514,,,,,68427608,4562463418,,4641867540,,
AKTIVITAS KONSULTASI MANAJEMEN LAINNYA,,,,,,,,,,,,,,,,,,,,
AKTIVITAS KONSULTASI PARIWISATA,,,,,,,,,,,,,,,61084500,1809882825,,1870967325,,
AKTIVITAS OLAHRAGA DAN REKREASI LAINNYA,,,,,,,,,208249964,,,,,2943758855,,17633477616,164639359,20950125794,,
"AKTIVITAS ORGANISASI BISNIS, PENGUSAHA DAN PROFESI",,,,,,,,,51734985,720865208,,,,,,6843779010,224956868,7841336071,,
AKTIVITAS ORGANISASI BURUH,,,,,,,,,22304140,,,,,58130018,,,,80434158,,
AKTIVITAS ORGANISASI LAINNYA,,,,,,,,,,108428979,,,,,,2846353758,,2954782737,,
AKTIVITAS PANTI PIJAT & SPA,,,,,,,,,,,,,,,,628540722,,628540722,,
AKTIVITAS PELAYANAN KESEHATAN MANUSIA LAINNYA,,,246839986,871944457,1842269654,,,,4251551638,1406947719,,,,3390906710,1640373223,24450669561,2306596368,40408099316,,
AKTIVITAS PEMROGRAMAN KOMPUTER,,,,,,,,,,,,,,,,197339617,,197339617,,
AKTIVITAS PENERBITAN,,,,,,,,,,,,,,,,,,,,
AKTIVITAS PENGOLAHAN DATA,,,,,,,,,,,,,,,,223886130,,223886130,,
AKTIVITAS PENUNJANG ANGKUTAN,,100000000,1083908852,1315627729,1029659208,,,,2389956722,2917671537,,,452555594,2162401543,796802596,326092442308,2955290149,341296316238,,
AKTIVITAS PENUNJANG ASURANSI DAN DANA PENSIUN,,,,,,,,,,,,,,,,429040762,,429040762,,
AKTIVITAS PENUNJANG JASA KEUANGAN LAINNYA,,,591378488,102799404,154683393,,,,421391828,983677474,,,,180000000,,4060030202,100000000,6593960789,,
AKTIVITAS PENUNJANG PERTAMBANGAN DAN PENGGALIAN LAINNYA,,,,,,,,,,,,,,,,23065602975,917533248,23983136223,,
AKTIVITAS PENUNJANG PERTAMBANGAN MINYAK BUMI DAN GAS ALAM,,,,,419441581,,,,1500000000,,,,,,11743421,7079887765,,9011072767,,
AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI ALAT TRANSPORTASI AIR,,,,150000000,,,,,74265326,933486440,,,,,,65268092070,,66425843836,,
AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI ALAT TRANSPORTASI DARAT BUKAN KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,,,,3102282953,,,,,,,,,,,,124733354347,1293400319,129129037619,,
AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI ALAT TRANSPORTASI UDARA,,,,,,,,,,,,,,44124975,,,,44124975,,
AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI BARANG PRIBADI DAN RUMAH TANGGA,,119999280,468093184,481628740,332693493,,,67796523,2936607165,662714344,23071010,,43857886,525703971,88330950,8565641518,174920849,14491058913,,
AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MESIN DAN PERALATAN KONSTRUKSI DAN TEKNIK SIPIL,,,395751930,4783522487,1630713554,,,,1525900944,,,952090491,,1782473863,,594721924700,13894127499,619686505468,,
AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MESIN KANTOR DAN PERALATANNYA,,,,,,,,,,,,,,20845189,29071381,671792402,,721708972,,
AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MESIN PERTANIAN DAN PERALATANNYA,620087944,254526640,,,612179950,,148008596,,1442566865,250722009,,871410977,,,664955334,18762070161,,23626528476,,
"AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MESIN, PERALATAN DAN BARANG BERWUJUD LAINNYA YTDL",129925875,,10298996,2551519433,171509577,14003000,,117505761,259371899,57892653,,,114985761,196450749,154401673,66790572084,371781852,70940219313,,
"AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MOBIL, BUS, TRUK DAN SEJENISNYA",,39569235,6061925252,19045811889,733534238,,,24916795,1421969613,4888781503,,,,4764128999,803582545,329443053200,4475903371,371703176640,,
"AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI, KETENAGAKERJAAN, AGEN PERJALANAN DAN PENUNJANG USAHA LAINNYA",,,,,,,,,,,,,,,,,,,,
AKTIVITAS PENYIARAN DAN PEMROGRAMAN,,,,,,,,,,,,,,,,819563495,,819563495,,
AKTIVITAS PEREKAMAN SUARA DAN PENERBITAN MUSIK,,,,,,,,,,,,,,,,,,,,
AKTIVITAS POS DAN KURIR,,,338219913,492298367,,,,,,114426081,,,,,74801489,2440384906,1063125286,4523256042,,
AKTIVITAS PRAKTIK DOKTER DAN DOKTER GIGI,141344908,121344839,609542543,464743563,165077120,,,,1494666703,379729597,,,,5036278702,80538045,13186286503,737142230,22416694753,,
"AKTIVITAS PRODUKSI GAMBAR BERGERAK, VIDEO DAN PROGRAM TELEVISI",,,,41079789,,,,,,185494951,,,,,,887122926,,1113697666,,
"AKTIVITAS PROFESIONAL, ILMIAH DAN TEKNIS",,,,,,,,,,,,,,,,,,,,
"AKTIVITAS PROFESIONAL, ILMIAH DAN TEKNIS LAINNYA",,,,,,,,,,,,,,3160099935,,35864874208,1870666819,40895640962,,
AKTIVITAS REMEDIASI DAN PENGELOLAAN SAMPAH LAINNYA,,,46847653,913706008,25895627,,,,112985712,47174387,,,,114581735,27866571,1982835369,311644790,3583537852,,
AKTIVITAS RUMAH SAKIT,364652650,1062874867,4526730439,3400287890,2170577143,570756490,49461674,703818727,11700565854,12183111505,202444071,295134444,,96319969880,1731709396,262395960023,20612042994,418290098047,,
AKTIVITAS RUMAH TANGGA SEBAGAI PEMBERI KERJA DARI PERSONIL DOMESTIK,,,687982518,52137018,259792648,,,,212337275,582814319,,21684304,,1483647242,389858781,135845672792,168486853,139704413750,,
AKTIVITAS RUMAH TANGGA SEBAGAI PEMBERI KERJA; AKTIVITAS YANG MENGHASILKAN BARANG DAN JASA OLEH RUMAH TANGGA YANG DIGUNAKAN UNTUK MEMENUHI KEBUTUHAN SENDIRI,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
AKTIVITAS SOSIAL DI DALAM PANTI,,,9333115816,796869690,244734787,,,,1703687000,244475095,,,,2192486397,335130833,22781001537,1175246717,38806747872,,
AKTIVITAS TELEKOMUNIKASI LAINNYA YTDL,,,,,,,,,300000000,,,,,,,6379098587,,6679098587,,
ANGKUTAN BUS BERTRAYEK,,,508828320,4154265840,87573362,,,,1597486481,17998681347,,,,3400229756,4381455628,37003950820,7441264762,76573736316,,
ANGKUTAN BUS PARIWISATA,44541778,,,9791555567,,,,,,24042612062,,,,,,36050242879,533071566,70462023852,,
ANGKUTAN BUS TIDAK BERTRAYEK LAINNYA,,,,1050000000,,,,,,,,,,883107063,,48494112932,845229221,51272449216,,
"ANGKUTAN DARAT BUKAN BUS UNTUK PENUMPANG, BERTRAYEK",,,,,,,,,,,,,,,,4802196083,174322566,4976518649,,
ANGKUTAN DARAT LAINNYA UNTUK PENUMPANG,,,1763475463,521144379,398906288,,,,786333923,85278071,,,,20388877344,1663456733,118907022146,25690487758,170204982105,,
ANGKUTAN DARAT UNTUK BARANG,,,24932661511,42220211411,2522983341,43857886,47213327,385988192,25947383226,6008832754,52747425,,34236005,6239057523,9386433456,578741009398,14320591931,710883207386,,
ANGKUTAN JALAN REL,,,3245147617,791259404,309571057,,,,1393395891,219871085,,,,271053413,3565644813,13574834698,1499827478,24870605456,,
ANGKUTAN JALAN REL LAINNYA,,,,,,,,,,,,,,,,,,,,
ANGKUTAN JALAN REL WISATA,,,,,,,,,,,,,,,,,,,,
ANGKUTAN LAUT DALAM NEGERI LAINNYA UNTUK PENUMPANG,,,,,,,,,,,,,,,,293351787,,293351787,,
ANGKUTAN LAUT DALAM NEGERI UNTUK BARANG,,,,,,,,,,,,,,,,542417226555,,542417226555,,
ANGKUTAN LAUT DALAM NEGERI UNTUK PENUMPANG,,,,,,,,,,,,,,,,,,,,
ANGKUTAN LAUT DALAM NEGERI UNTUK WISATA,,,,,17166649,,,,,,,,,,,124274418713,,124291585362,,
ANGKUTAN LAUT LUAR NEGERI UNTUK BARANG,,,,,,,,,,,,,,,,18742531408,,18742531408,,
ANGKUTAN LAUT LUAR NEGERI UNTUK PENUMPANG,,,,,,,,,35620973,24450862,,,,,,,,60071835,,
ANGKUTAN MELALUI SALURAN PIPA,,,,,,,,,,,,,,,,900000000,,900000000,,
ANGKUTAN PENYEBERANGAN UNTUK PENUMPANG,,,,,,,,,,130963480,,,,,,219693574,,350657054,,
ANGKUTAN SUNGAI DAN DANAU UNTUK WISATA DAN YBDI,44684290,,,3734500000,190404699,,,,91206880,47435170,,,,,,15614899822,56777347,19779908208,,
"ANGKUTAN SUNGAI, DANAU DAN PENYEBERANGAN UNTUK BARANG",,,,,,,,,,,,,,,,16582650997,,16582650997,,
ANGKUTAN UDARA BERJADWAL UNTUK PENUMPANG,,,,,,,,,,,,,,,,11538461538,,11538461538,,
ANGKUTAN UDARA TIDAK BERJADWAL UNTUK PENUMPANG,,,,,,,,,,,,,,,,,,,,
ANGKUTAN UDARA UNTUK BARANG,,,,,,,,,,,,,,,,,,,,
ANGKUTAN UDARA UNTUK PENUMPANG LAINNYA,,,,,,,,,,,,,,,,,,,,
"ASURANSI, REASURANSI DAN DANA PENSIUN, BUKAN JAMINAN SOSIAL WAJIB",,,,,,,,,,,,,,,,774515050,,774515050,,
BUDIDAYA BIOTA AIR PAYAU LAINNYA,,292158516,,313014700,,,,,148852116,10411884898,,,,5659556072,11902641,6596942979,297913615,23732225537,,
BUDIDAYA BIOTA AIR PAYAU UDANG,,,,,,,,,,,,,,,,97082558,,97082558,,
BUDIDAYA BIOTA AIR TAWAR UDANG,,,,,,,,,,49986540,,,,21284622,,3378494824,,3449765986,,
BUDIDAYA BIOTA LAUT RUMPUT LAUT,,,,,996185,,,,30918365,,,,,32156234,149539619,161518550,58496414,433625367,,
BUDIDAYA BIOTA LAUT UDANG,,,,,,,,,,,,,,,,759444815,,759444815,,
BUDIDAYA IKAN AIR TAWAR DI MEDIA LAINNYA,400000000,145614416,,589400594,187802567,148149526,,122691979,1024072046,18781175190,12551229,771763830,,20248658509,97634579,13937614456,191052567,56658181488,,
BUKAN LAPANGAN USAHA LAINNYA,,,,54174918653,276174641,,,11964077,78923118354,195134363245,,,15744657450,28348137458,,1371385950230,1537463872,1745536747980,,
EKSTRAKSI GARAM,,,,,,,,,,,,,,,,,,,,
HOTEL BINTANG,,,914787314,,1120994993,,,,,,,,,33782867949,,528121085916,71009803923,634949540095,,
HOTEL MELATI,,,,1746489059,1265196126,,,,2523547657,971519011,355014952,,,1532691921,337037511,22331981114,3068669098,34132146449,,
INDUSTRI ALAS KAKI,,,,,113403538,,,,,,,,,,,1129341507,,1242745045,,
INDUSTRI ALAT ANGKUTAN LAINNYA YTDL,,,,,29592843,,,271170045,694698677,,,,,,,986918985,,1982380550,,
"INDUSTRI ALAT POTONG, PERKAKAS TANGAN DAN PERALATAN UMUM",,,482622938,137726649,1111076125,92442910,,2763714436,4608954594,351042243,,,5919926,305805864,976141311,8911379086,241694520,19988520602,,
INDUSTRI ALAT UKUR WAKTU,,,,,,,,,,,,,,,,80842862,,80842862,,
"INDUSTRI ALAT UKUR, ALAT UJI, PERALATAN NAVIGASI DAN KONTROL",,,199978833,146963411,,,,,82358864,441655071,,,,,,,,870956179,,
INDUSTRI BAHAN BAKAR DAN MINYAK PELUMAS HASIL PENGILANGAN MINYAK BUMI,,,,,,,,,,,,,,332688708,,15464941084,,15797629792,,
INDUSTRI BAHAN BANGUNAN DARI TANAH LIAT/KERAMIK,,,233845024,2359301782,4865264663,,,,3730361856,18745057762,,,,5217780736,120010978,33022642342,1023799909,69318065052,,
INDUSTRI BARANG DARI BATU,,,853872541,3999995437,2204473105,,,13497515,64644520,176251466,,,,7662425258,423961583,14644359923,2486277965,32529759313,,
INDUSTRI BARANG DARI KARET LAINNYA,,,,,,,,,57693658,65786950,,,,,,1275469527,,1398950135,,
INDUSTRI BARANG DARI KERTAS DAN PAPAN KERTAS LAINNYA,,,,,,,,,,,,,,,,850000701,,850000701,,
INDUSTRI BARANG DARI PLASTIK,,,299838368,79134381,,55895252,,71634000,,134435926,,,,,65294326,99964050317,133197111,100803479681,,
INDUSTRI BARANG GALIAN BUKAN LOGAM LAINNYA YTDL,,,,,,,,114856206,,,,,,,,554869404,,669725610,,
INDUSTRI BARANG KIMIA LAINNYA YTDL,,,,349714391,,,,,,12777165,,,,,,17060850253,,17423341809,,
"INDUSTRI BARANG LAINNYA DARI KAYU; INDUSTRI BARANG DARI GABUS DAN BARANG ANYAMAN DARI JERAMI, ROTAN, BAMBU DAN SEJENISNYA",,,736751256,413520723,1301325480,76610559,8968490,,5444475010,3063269532,,,,4450644922,1937755891,15551757721,491331904,33476411488,,
INDUSTRI BARANG LOGAM LAINNYA YTDL,,,216359588,104513028,,,,91229871,313916388,1874439312,,133698096,,,,16026728966,72409598,18833294847,,
"INDUSTRI BARANG LOGAM SIAP PASANG UNTUK BANGUNAN, TANGKI, TANDON AIR DAN GENERATOR UAP",,,,28152157,1600000000,,,,1527740495,36828632,,,,92904386,73116555,10510881202,99133012,13968756439,,
INDUSTRI BARANG PORSELEN BUKAN BAHAN BANGUNAN,,,,,,,,,,,,,,0,61626448,,,61626448,,
INDUSTRI BARANG TANAH LIAT/KERAMIK BUKAN BAHAN BANGUNAN,,,,1186780222,51218378,501112350,68640442,,,4644585052,,126598862,,,69332184,11284593067,251972637,18184833194,,
INDUSTRI BATU BATERAI DAN AKUMULATOR LISTRIK,,,,,,,,,,,,,,,31698923,992066590,,1023765513,,
"INDUSTRI BUBUR KERTAS, KERTAS DAN PAPAN KERTAS",,,,,,,,,28679680,,,,,,,4346875323678,,4346904003358,,
"INDUSTRI CAT DAN TINTA CETAK, PERNIS DAN BAHAN PELAPISAN SEJENISNYA DAN LAK",,,,,,,,,66523563,,,,,,,4156083717,,4222607280,,
"INDUSTRI FARMASI, PRODUK OBAT KIMIA DAN OBAT TRADISIONAL",,,191667539,163386954,41867662,,,,277487860,597371374,,,,218500837,303306228,3507820092,,5301408546,,
INDUSTRI FURNITUR,1482782,622582380,663788282,3682005147,1073847829,358259064,,1289324090,861720756,3833999345,165459392,52092452,206579879,1320473829,1324157949,99951182366,1160418417,116567373959,,
INDUSTRI GULA,,,,,18077806,,,,51019176,130513976,,,,182749718,,1698444684,,2080805360,,
INDUSTRI KABEL DAN PERLENGKAPANNYA,,,,,,,,,,,,,,,,3538317674,,3538317674,,
INDUSTRI KACA DAN BARANG DARI KACA,,,,,,,,,,,,,,,,15359123,,15359123,,
"INDUSTRI KAKAO, COKELAT DAN KEMBANG GULA",,,,,,,,,,,,,,,,,,,,
INDUSTRI KARET REMAH (CRUMB RUBBER),,,,,,,,26995480,,,,,,,,974804212232,,974831207712,,
INDUSTRI KAROSERI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH DAN INDUSTRI TRAILER DAN SEMI TRAILER,,,,,,,,,1888308529,138345197,,,,,,5666602245,449536399,8142792370,,
"INDUSTRI KAYU LAPIS, VENEER DAN SEJENISNYA",244668534,43296516,973123115,27300911,141491730,,,,115736207,286965139,,,,5257366326,198168454,20798318091,4609010,28091044033,,
INDUSTRI KECAP,,,,,,,,,,,,,,,,4675227030,,4675227030,,
INDUSTRI KENDARAAN BERMOTOR RODA EMPAT ATAU LEBIH,,,89829536,,7492213,,,,,49461674,,,,,,654297454,,801080877,,
INDUSTRI KERTAS DAN PAPAN KERTAS BERGELOMBANG DAN WADAH DARI KERTAS DAN PAPAN KERTAS,,,,,45598093,,,,524482125,15221603,,,,,,152869375,,738171196,,
INDUSTRI KIMIA DASAR,,,22143222,60860958,,,,92442910,,6987487,,,,,,279181830,,461616407,,
INDUSTRI KOMPONEN DAN PAPAN ELEKTRONIK,,,,,,,,,175826034,,,,,,12637762,1481785284,,1670249080,,
INDUSTRI KOMPUTER DAN PERLENGKAPANNYA,,,,,,,,182746814,,,,,,,427850000,,,610596814,,
"INDUSTRI KOMPUTER, BARANG ELEKTRONIK DAN OPTIK LAINNYA",,,,,,,,,,624564793,,,,,,2980818915,134363598,3739747306,,
"INDUSTRI KOPRA, TEPUNG & PELET KELAPA",,,,,,,,,55146123,,,,,,,1649162730,,1704308853,230472835092.0,43734880373.0
"INDUSTRI KULIT DAN BARANG DARI KULIT, TERMASUK KULIT BUATAN",,,,92691195,,,,,,,,,,,,614353824,,707045019,,
INDUSTRI LOGAM DASAR BESI DAN BAJA,,34509460,283940905,813931823,1026255189,,,7917870,3449128519,267920751,,,125393508,1377692559,464592652,39023933564,121759399,46996976199,,
INDUSTRI LOGAM DASAR MULIA DAN LOGAM DASAR BUKAN BESI LAINNYA LAINNYA,,32970619,,,,,,24174309,6631570566,,,212137336,,,70708070,18554891150,34411198,25560863248,,
INDUSTRI LOKOMOTIF DAN GERBONG KERETA,,,,,,,,,8362059,,,,,,,,,8362059,,
INDUSTRI MAKANAN HEWAN,,,87941637,232173965,361167471,,,208105818,377379544,432877317,,,,2502642405,499495061,293911270131,1072126252,299685179601,,
"INDUSTRI MAKARONI, MIE DAN PRODUK SEJENISNYA",,,,,127618596,,,,,132219708,276204096,,,69563454,81863733,7107516423,24200886,7819186896,,
INDUSTRI MESIN KEPERLUAN KHUSUS LAINNYA,,,,,429835817,,,,,233334412,,,,34725114,,959379914,,1657275257,,
"INDUSTRI MESIN PENAMBANGAN, PENGGALIAN DAN KONSTRUKSI",,,,2819444446,,,,,,,,,,,,20767098733,,23586543179,,
"INDUSTRI MESIN PENGOLAHAN MAKANAN, MINUMAN DAN TEMBAKAU",,,235513073,54574848,200502846,,,,413235729,34476425,,,,62139356,104317222,8775269815,86652347,9966681661,,
INDUSTRI MESIN PERTANIAN DAN KEHUTANAN,,,,,166733344,,,,484851887,897331264,,,,753660383,383172572,565464021,,3251213471,,
"INDUSTRI MESIN TEKSTIL, PAKAIAN JADI DAN PRODUK KULIT",,,,,51245252,,,,69864754,,,,,,,1029191258,,1150301264,,
INDUSTRI MESIN UNTUK KEPERLUAN UMUM,,,,,,,,,,,,,,,100000000,366402743,,466402743,,
INDUSTRI MINUMAN,,,71189639,71120514,,,,65775729,536320991,456246588,,166848335,,3555466440,57547517,36852280589,1685143756,43517940098,,
INDUSTRI MINYAK ATSIRI,,,,,,,,,,,,,,,,32705730,,32705730,,
INDUSTRI MINYAK DAN LEMAK NABATI DAN HEWANI,,,,,,,,,,,,,,,,21824880222,,21824880222,,
INDUSTRI MINYAK MENTAH DAN LEMAK NABATI DAN HEWANI LAINNYA,,,,,,,,,,,,,,25270073,58684970,195310527964,,195394483007,,
INDUSTRI MINYAK MENTAH KELAPA & MINYAK GORENG KELAPA,,,,,,,,,,,,,,,,42030571520,,42030571520,,
INDUSTRI MINYAK MENTAH/MURNI KELAPA SAWIT (CRUDE PALM OIL) DAN MINYAK GORENG KELAPA SAWIT,,,11957697,64663844,62718321,,,,264584731,,,,,34439566418,24678033,527742621543,,562610790587,,
"INDUSTRI MOTOR LISTRIK, GENERATOR DAN TRANSFORMATOR",,,,,62827990,,,,,4495635,,,,,,1032450148,,1099773773,,
INDUSTRI PAKAIAN JADI DAN BARANG DARI KULIT BERBULU,,,26554352,,14895768,,,,435762000,,,,,718149551,8433039,343059461,90742800,1637596971,,
"INDUSTRI PAKAIAN JADI DAN PERLENGKAPANNYA, BUKAN PAKAIAN JADI DARI KULIT BERBULU",,,408883583,2276311556,2422330837,28881478,,698851138,2992285268,3277303446,,406771822,,1060015380,1195480842,21040889176,685108408,36493112934,,
INDUSTRI PAKAIAN JADI RAJUTAN DAN SULAMAN/BORDIR,,,,,,,,,190602228,7810976,,119712963,,87880467,3531370,1518939064,,1928477068,,
INDUSTRI PATI DAN PRODUK PATI (BUKAN BERAS DAN JAGUNG),,,39208893,,,,,,,,,,,461401809,100707103,121330450651,,121931768456,,
INDUSTRI PEMBUATAN KAPAL DAN PERAHU,,,,,,,,,258353379,,,,,,,34969883782,,35228237161,,
"INDUSTRI PEMINTALAN, PENENUNAN DAN PENYELESAIAN AKHIR TEKSTIL",,,,81056898,12903442,42376340,146072024,1115724886,4672218625,46226907,,,,103960920,15392022,4031049646,26968353,10293950063,,
INDUSTRI PENCETAKAN DAN KEGIATAN YBDI,,,828306694,400774097,1689985590,65927798,,17831392,1525403775,2112903324,,,,1805791540,1813596086,28672010105,532241846,39464772247,,
INDUSTRI PENGASAPAN KARET,,,,,35880651,,,,17477482,126073521,,,,34395215,,,,213826869,,
INDUSTRI PENGECORAN BESI DAN BAJA,,,,,125177859,,,,35574139,,,,,,,1184836143,,1345588141,,
INDUSTRI PENGECORAN LOGAM BUKAN BESI DAN BAJA,,,,,,,,,238123362,,,,,45144366,,9191653,,292459381,,
"INDUSTRI PENGGERGAJIAN DAN PENGAWETAN KAYU, ROTAN, BAMBU DAN SEJENISNYA",,50943523,248122541,1299705965,618098329,,11839969,209683812,3043450048,923199663,47516894,10558695,335370577,1206034061,1443652871,7683351147,763184129,17894712224,,
INDUSTRI PENGGILINGAN BERAS DAN JAGUNG DAN INDUSTRI TEPUNG BERAS DAN JAGUNG,,126630116,654135927,819542138,208370636,,,83026951,11056851351,282515895540,35662923,2529267465,,1463499053,9012516944,1626268982628,47458034,1934821839706,,
INDUSTRI PENGGILINGAN SERELIA DAN BIJI-BIJIAN LAINNYA (BUKAN BERAS DAN JAGUNG),,116005640,71026734,808179071,153887593,,,220468509,100539222,3113250811,26307200,364122502,,647102294,1551927360,3854557497,,11027374433,,
INDUSTRI PENGOLAHAN,,,,,,,,,,,,,,,,,,,,
INDUSTRI PENGOLAHAN DAN PENGAWETAN DAGING,,20845584,1911268754,279371034,590968008,,,322125920,683978248,1392672743,,,,514650734,959285747,15235042917,724394005,22634603694,,
INDUSTRI PENGOLAHAN DAN PENGAWETAN IKAN DAN BIOTA AIR,,43898334,,278050781,95223722,,,15223291,1719209710,,,,,128120675,363284095,19484309078,145954413,22273274099,,
INDUSTRI PENGOLAHAN DAN PENGAWETAN LAINNYA BUAH-BUAHAN DAN SAYURAN,,98149090,94800700,1279363305,479637763,,104310854,,339751764,418623451,,144132070,,190026413,321818538,2694700546,72094710,6237409204,,
INDUSTRI PENGOLAHAN KOPI,,275955648,856068124,729655461,123340657,,,41034962,684932424,1199183075,77910530,7585495,,421372708,1057344166,6911518804,268507971,12654410025,,
INDUSTRI PENGOLAHAN LAINNYA,45080010,1102096480,365892058,1995347763,1515558901,858224047,33981024,2861021361,3163532421,10956524774,,822646366,,3199283585,1187987830,137479606649,5967534725,171554317994,,
"INDUSTRI PENGOLAHAN SUSU, PRODUK DARI SUSU DAN ES KRIM",,,39945802,20513722,,,,,,,,,,,54038413,419778479,,534276416,,
INDUSTRI PENGOLAHAN TEH,,,,,,,,,,,,,,,259507961,,,259507961,,
INDUSTRI PENGOLAHAN TEMBAKAU LAINNYA,,,,,,,,,,,,,,,,144005789,73998296,218004085,,
INDUSTRI PENGOLAHAN URANIUM DAN BIJIH URANIUM,,,,,,,,,,,,,,,,,,,,
INDUSTRI PERALATAN AUDIO DAN VIDEO ELEKTRONIK,,,,,,,,,,,106719060,,,170986165,6735524,23798588,,308239337,,
INDUSTRI PERALATAN FOTOGRAFI DAN INSTRUMEN OPTIK BUKAN KACA MATA,,,,356501473,108601051,,,,152219607,9355429,,,,114648464,228406555,326643131,,1296375710,,
"INDUSTRI PERALATAN IRADIASI, ELEKTROMEDIKAL DAN ELEKTROTERAPI",,,,,,,,,,,,,,,,,,,,
INDUSTRI PERALATAN KOMUNIKASI,,,,,,,,,,,,,,,,160753184,,160753184,,
INDUSTRI PERALATAN LISTRIK LAINNYA,,,,,22341765,,,,17247347,13179552,,,,55894816,,3284600390,,3393263870,,
